Season,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,W_H,D_H,L_H,GF_H,GA_H,GD_H,W_A,D_A,L_A,GF_A,GA_A,GD_A
2019,18,32,1.0,1.0,D,2.59,3.31,2.88,2.72,3.31,2.88,2.61,3.19,2.71,5,3,12,21,32,-11,11,4,5,30,22,8
2019,21,4,6.0,1.0,H,1.34,4.71,12.25,1.37,4.9,12.39,1.32,4.64,10.63,8,7,5,30,22,8,3,7,10,11,25,-14
2019,1,19,4.0,1.0,H,1.44,4.65,7.65,1.5,4.65,7.65,1.44,4.39,6.9,8,3,9,26,20,6,6,4,10,22,27,-5
2019,17,33,0.0,0.0,D,1.68,3.61,6.09,1.71,3.8,6.3,1.61,3.66,5.79,15,3,3,47,20,27,9,8,4,23,15,8
2019,11,35,1.0,0.0,H,1.77,3.47,5.46,1.9,3.47,5.8,1.79,3.3,4.92,9,8,3,23,13,10,6,6,8,19,27,-8
2019,18,21,2.0,1.0,H,2.3,3.31,3.36,2.3,3.38,3.4,2.22,3.24,3.23,5,4,12,22,33,-11,9,7,5,36,23,13
2019,22,27,1.0,1.0,D,3.25,3.03,2.52,3.45,3.1,2.56,3.17,2.94,2.44,11,3,7,27,20,7,13,6,2,37,16,21
2019,32,8,2.0,0.0,H,1.2,6.85,15.57,1.21,7.0,26.0,1.19,6.42,14.74,11,5,5,31,23,8,4,7,10,11,31,-20
2019,1,10,1.0,1.0,D,1.27,5.95,11.32,1.3,5.95,13.0,1.27,5.36,10.82,9,3,9,30,21,9,3,5,12,17,33,-16
2019,3,9,2.0,1.0,H,1.58,3.94,6.47,1.64,4.0,6.47,1.58,3.82,5.81,8,3,9,24,24,0,6,5,10,21,21,0
2019,4,5,0.0,2.0,A,3.19,2.98,2.59,3.3,3.0,2.68,3.08,2.88,2.53,3,7,11,12,31,-19,9,7,5,25,18,7
2019,19,6,1.0,0.0,H,1.81,3.67,4.74,1.87,3.75,4.9,1.8,3.51,4.47,6,4,11,23,31,-8,8,3,10,19,23,-4
2019,20,14,1.0,0.0,H,3.09,3.02,2.64,3.1,3.1,2.7,2.92,2.97,2.58,8,3,10,21,32,-11,4,7,10,17,30,-13
2019,3,35,1.0,2.0,A,1.81,3.5,5.09,1.82,3.65,5.3,1.77,3.47,4.72,9,3,9,26,25,1,6,6,9,19,28,-9
2019,10,11,0.0,1.0,A,4.22,3.1,2.1,4.4,3.2,2.15,3.99,2.99,2.07,3,6,12,18,34,-16,10,8,3,24,13,11
2019,33,19,2.0,1.0,H,1.47,4.3,7.9,1.5,4.33,8.2,1.46,4.17,7.14,9,9,4,23,15,8,7,4,11,24,31,-7
2019,35,32,0.0,1.0,A,2.58,3.22,2.97,2.6,3.22,3.2,2.51,3.11,2.9,7,6,9,21,29,-8,12,5,5,33,23,10
2019,5,1,1.0,2.0,A,2.19,3.31,3.61,2.19,3.32,3.85,2.14,3.19,3.54,10,7,5,27,18,9,9,4,9,31,22,9
2019,21,11,0.0,0.0,D,1.76,3.39,5.76,1.9,3.5,5.76,1.73,3.35,5.23,9,7,6,37,25,12,11,8,3,25,13,12
2019,14,22,1.0,1.0,D,2.66,2.98,3.09,2.74,3.07,3.2,2.52,2.93,3.06,4,7,11,17,31,-14,11,4,7,28,21,7
2019,10,17,0.0,1.0,A,6.19,3.92,1.61,7.0,3.95,1.65,5.94,3.78,1.58,3,6,13,18,35,-17,15,4,3,47,20,27
2019,6,18,0.0,1.0,A,3.03,3.14,2.59,3.1,3.15,2.59,2.97,3.04,2.5,8,3,11,19,24,-5,6,4,12,24,34,-10
2019,9,20,0.0,1.0,A,1.61,3.86,6.25,1.67,3.86,6.5,1.62,3.67,5.8,6,5,11,22,23,-1,9,3,10,22,32,-10
2019,27,3,1.0,1.0,D,1.41,4.44,9.58,1.43,4.6,9.58,1.4,4.35,8.2,13,7,2,38,17,21,9,3,10,27,27,0
2019,8,4,3.0,1.0,H,2.54,2.9,3.38,2.58,2.95,3.4,2.44,2.85,3.28,4,7,11,11,33,-22,3,7,12,12,33,-21
2019,6,20,3.0,1.0,H,2.14,3.33,3.74,2.15,3.35,3.85,2.08,3.22,3.64,8,3,12,19,25,-6,10,3,10,23,32,-9
2019,8,22,1.0,0.0,H,5.3,3.34,1.83,5.4,3.5,1.85,4.92,3.28,1.79,5,7,11,14,34,-20,11,5,7,29,22,7
2019,19,10,2.0,0.0,H,1.63,3.97,5.77,1.65,3.97,6.0,1.59,3.81,5.58,7,4,12,25,33,-8,3,6,14,18,36,-18
2019,5,33,0.0,0.0,D,2.56,2.93,3.29,2.56,3.0,3.3,2.47,2.88,3.17,10,7,6,28,20,8,10,9,4,25,16,9
2019,21,9,2.0,1.0,H,1.68,3.54,6.17,1.71,3.7,6.25,1.66,3.51,5.55,9,8,6,37,25,12,6,5,12,22,24,-2
2019,14,18,0.0,0.0,D,1.84,3.48,4.86,1.85,3.5,5.0,1.82,3.37,4.58,4,8,11,18,32,-14,7,4,12,25,34,-9
2019,32,27,2.0,0.0,H,2.84,3.02,2.85,3.0,3.1,2.89,2.8,2.95,2.71,13,5,5,34,23,11,13,8,2,39,18,21
2019,4,35,0.0,0.0,D,3.22,2.88,2.65,3.25,2.91,2.75,3.07,2.81,2.59,3,7,13,13,36,-23,7,6,10,21,30,-9
2019,11,1,2.0,2.0,D,1.95,3.29,4.61,1.97,3.35,4.75,1.91,3.18,4.35,11,9,3,25,13,12,10,4,9,33,23,10
2019,17,3,3.0,1.0,H,1.5,4.1,7.64,1.53,4.3,7.69,1.48,4.12,6.7,16,4,3,48,20,28,9,4,10,28,28,0
2019,20,8,1.0,0.0,H,1.65,3.84,5.86,1.71,3.85,6.2,1.63,3.69,5.58,10,3,11,24,35,-11,6,7,11,15,34,-19
2019,18,5,2.0,0.0,H,2.12,3.19,3.98,2.45,3.25,4.0,2.11,3.1,3.78,7,5,12,25,34,-9,10,8,6,28,20,8
2019,27,6,1.0,0.0,H,1.24,6.0,13.97,1.28,6.0,15.0,1.24,5.61,12.51,13,8,3,39,20,19,9,3,12,22,26,-4
2019,1,17,0.0,2.0,A,3.01,3.28,2.51,3.1,3.46,2.67,2.88,3.27,2.43,10,5,9,35,25,10,17,4,3,51,21,30
2019,9,4,1.0,0.0,H,1.54,3.96,7.31,1.7,3.96,7.6,1.55,3.69,6.83,6,5,13,23,26,-3,3,8,13,13,36,-23
2019,22,32,0.0,0.0,D,2.19,3.23,3.71,2.3,3.26,3.85,2.16,3.15,3.54,11,5,8,29,23,6,14,5,5,36,23,13
2019,35,19,1.0,0.0,H,1.55,4.16,6.57,1.92,4.33,6.57,1.55,4.0,6.04,7,7,10,21,30,-9,8,4,12,27,33,-6
2019,33,11,1.0,0.0,H,2.25,2.89,4.1,2.32,2.98,4.15,2.21,2.82,3.93,10,10,4,25,16,9,11,10,3,27,15,12
2019,3,21,1.0,4.0,A,2.45,3.4,3.01,2.51,3.4,3.05,2.42,3.26,2.9,9,4,11,29,31,-2,10,8,6,39,26,13
2019,10,14,1.0,1.0,D,4.21,3.19,2.07,4.75,3.3,2.48,4.14,3.1,2.01,3,6,15,18,38,-20,4,9,11,18,32,-14
2019,8,3,2.0,2.0,D,3.85,3.35,2.1,3.86,3.45,2.21,3.58,3.22,2.1,6,7,12,15,35,-20,9,4,12,30,35,-5
2019,21,5,0.0,1.0,A,1.51,4.23,7.11,1.56,4.3,7.8,1.49,4.04,6.71,11,8,6,43,27,16,10,8,7,28,22,6
2019,19,17,1.0,2.0,A,6.19,3.98,1.6,6.4,4.05,1.65,5.79,3.83,1.58,8,4,13,27,34,-7,18,4,3,53,21,32
2019,14,33,1.0,0.0,H,2.66,2.98,3.09,2.73,3.1,3.3,2.56,2.89,3.02,4,10,11,19,33,-14,11,10,4,26,16,10
2019,27,10,1.0,0.0,H,1.16,7.49,21.35,1.2,7.49,22.0,1.16,6.89,17.2,14,8,3,40,20,20,3,7,15,19,39,-20
2019,20,11,2.0,2.0,D,2.93,2.97,2.81,3.0,2.97,2.9,2.8,2.9,2.74,11,3,11,25,35,-10,11,10,4,27,16,11
2019,35,6,2.0,1.0,H,1.74,3.61,5.43,1.78,3.8,5.43,1.7,3.57,5.04,8,7,10,22,30,-8,9,3,13,22,27,-5
2019,4,22,0.0,2.0,A,4.02,3.02,2.2,4.15,3.08,2.25,3.88,2.95,2.12,3,8,14,13,37,-24,11,6,8,29,23,6
2019,32,9,2.0,1.0,H,1.51,4.07,7.54,1.54,4.4,8.3,1.48,4.04,6.95,14,6,5,36,23,13,7,5,13,24,26,-2
2019,18,1,1.0,2.0,A,2.54,3.24,3.01,2.55,3.28,3.01,2.45,3.17,2.91,8,5,12,27,34,-7,10,5,10,35,27,8
2019,19,21,2.0,1.0,H,2.79,3.0,2.91,2.85,3.15,3.07,2.71,2.98,2.76,8,4,14,28,36,-8,11,8,7,43,28,15
2019,11,14,1.0,2.0,A,2.37,3.03,3.54,2.37,3.1,3.7,2.23,2.97,3.54,11,11,4,29,18,11,5,10,11,20,33,-13
2019,3,32,2.0,0.0,H,2.37,3.42,3.12,2.5,3.42,3.15,2.39,3.28,2.93,9,5,12,32,37,-5,15,6,5,38,24,14
2019,22,35,0.0,1.0,A,1.81,3.45,5.2,1.83,3.54,5.35,1.77,3.37,4.91,12,6,8,31,23,8,9,7,10,24,31,-7
2019,33,4,1.0,0.0,H,1.38,4.66,9.79,1.41,4.66,10.5,1.38,4.39,8.94,11,10,5,26,17,9,3,8,15,13,39,-26
2019,17,18,2.0,0.0,H,1.47,4.36,7.72,1.5,4.54,8.0,1.45,4.23,7.16,19,4,3,55,22,33,8,5,13,28,36,-8
2019,1,27,1.0,1.0,D,2.83,3.23,2.69,2.88,3.25,2.8,2.73,3.13,2.63,11,5,10,37,28,9,15,8,3,41,20,21
2019,10,20,2.0,2.0,D,1.99,3.32,4.35,2.1,3.32,4.75,1.99,3.15,4.07,3,7,16,19,40,-21,11,4,11,27,37,-10
2019,5,9,1.0,2.0,A,1.69,3.62,5.85,1.73,3.7,6.0,1.67,3.51,5.55,11,8,7,29,22,7,7,5,14,25,28,-3
2019,6,8,2.0,1.0,H,1.71,3.55,5.8,1.74,3.6,5.9,1.69,3.43,5.42,9,3,14,23,29,-6,6,8,12,17,37,-20
2019,9,35,1.0,1.0,D,2.02,3.42,4.08,2.12,3.42,4.25,2.03,3.2,3.86,8,5,14,27,29,-2,10,7,10,25,31,-6
2019,11,32,0.0,0.0,D,2.79,3.03,2.88,2.79,3.15,2.94,2.64,2.99,2.84,11,11,5,30,20,10,15,6,6,38,26,12
2019,5,22,2.0,3.0,A,2.61,2.95,3.21,2.61,3.1,3.25,2.5,2.95,3.07,11,8,8,30,24,6,12,6,9,31,24,7
2019,18,10,1.0,1.0,D,1.42,4.59,8.51,1.46,4.62,8.56,1.42,4.34,7.66,8,5,14,28,38,-10,3,8,16,21,42,-21
2019,14,19,1.0,1.0,D,1.64,3.66,6.4,2.67,3.9,0.0,1.62,3.47,6.08,6,10,11,22,34,-12,9,4,14,30,37,-7
2019,1,20,4.0,1.0,H,1.3,5.7,10.41,1.33,5.78,11.0,1.29,5.33,9.85,11,6,10,38,29,9,11,5,11,29,39,-10
2019,21,6,3.0,0.0,H,1.3,5.61,10.59,1.36,5.61,12.5,1.3,5.07,10.01,11,8,8,44,30,14,10,3,14,25,30,-5
2019,33,3,2.0,0.0,H,1.87,3.45,4.74,1.91,3.45,4.9,1.83,3.34,4.53,12,10,5,27,17,10,10,5,12,34,37,-3
2019,4,27,1.0,2.0,A,6.82,3.65,1.62,7.0,3.7,1.66,6.3,3.52,1.61,3,8,16,13,40,-27,15,9,3,42,21,21
2019,17,8,1.0,0.0,H,1.08,12.25,29.58,1.09,12.5,36.0,1.07,10.82,26.58,20,4,3,57,22,35,6,8,13,18,39,-21
2019,3,10,0.0,2.0,A,1.3,5.97,9.38,1.33,5.97,11.98,1.29,5.32,9.91,10,5,13,34,39,-5,3,9,16,22,43,-21
2019,4,19,1.0,3.0,A,2.64,3.03,3.06,2.64,3.1,3.3,2.54,2.98,2.97,3,8,17,14,42,-28,9,5,14,31,38,-7
2019,27,33,3.0,0.0,H,1.8,3.32,5.57,1.85,3.5,5.57,1.8,3.23,5.05,16,9,3,44,22,22,13,10,5,29,17,12
2019,9,18,2.0,0.0,H,1.98,3.36,4.32,2.05,3.39,4.32,1.97,3.24,4.01,8,6,14,28,30,-2,8,6,14,29,39,-10
2019,8,11,2.0,1.0,H,4.15,2.98,2.18,4.15,3.03,2.23,3.87,2.92,2.15,6,8,14,18,40,-22,11,12,5,30,20,10
2019,35,21,1.0,3.0,A,2.75,2.97,2.99,2.78,3.15,2.99,2.63,2.98,2.86,10,8,10,26,32,-6,12,8,8,47,30,17
2019,32,5,1.0,0.0,H,1.57,4.05,6.42,1.6,4.05,6.5,1.56,3.85,5.98,15,7,6,38,26,12,11,8,9,32,27,5
2019,20,17,2.0,2.0,D,7.24,4.8,1.44,8.3,4.8,1.45,7.15,4.49,1.42,11,5,12,30,43,-13,21,4,3,58,22,36
2019,6,14,0.0,2.0,A,3.45,3.01,2.42,3.45,3.08,2.46,3.24,2.95,2.39,10,3,15,25,33,-8,6,11,11,23,35,-12
2019,22,1,1.0,1.0,D,1.84,3.67,4.54,1.85,3.67,4.75,1.81,3.49,4.42,13,6,9,34,26,8,12,6,10,42,30,12
2019,19,3,2.0,2.0,D,2.71,3.13,2.89,2.76,3.2,2.95,2.58,3.09,2.83,10,5,14,34,39,-5,10,5,14,34,41,-7
2019,18,35,0.0,0.0,D,2.34,3.15,3.45,2.34,3.24,3.45,2.27,3.11,3.27,8,6,15,29,41,-12,10,8,11,27,35,-8
2019,27,9,1.0,0.0,H,1.25,5.7,14.64,1.31,6.0,15.0,1.25,5.41,12.42,17,9,3,47,22,25,9,6,14,30,30,0
2019,10,33,0.0,3.0,A,4.76,3.33,1.91,4.76,3.37,1.94,4.54,3.22,1.87,4,9,16,24,43,-19,13,10,6,29,20,9
2019,17,11,4.0,1.0,H,1.47,4.23,8.14,1.5,4.28,8.23,1.46,4.05,7.43,21,5,3,60,24,36,11,12,6,31,22,9
2019,1,8,1.0,0.0,H,1.25,6.03,12.75,1.29,6.03,12.75,1.25,5.68,11.19,12,7,10,43,31,12,7,8,14,20,41,-21
2019,21,22,2.0,0.0,H,2.05,3.14,4.4,2.07,3.24,4.4,2.0,3.1,4.11,13,8,8,50,31,19,13,7,9,35,27,8
2019,14,5,1.0,1.0,D,1.8,3.44,5.27,1.85,3.44,5.4,1.78,3.3,4.97,7,11,11,25,35,-10,11,8,10,32,28,4
2019,32,6,4.0,1.0,H,1.31,5.44,10.69,1.34,5.44,11.0,1.31,5.06,9.72,16,7,6,39,26,13,10,3,16,25,35,-10
2019,20,4,2.0,0.0,H,1.61,3.88,6.17,1.65,3.88,6.8,1.6,3.71,5.86,11,6,12,32,45,-13,3,8,18,15,45,-30
2019,11,19,3.0,2.0,H,1.71,3.52,5.91,1.72,3.65,5.91,1.68,3.49,5.41,11,12,7,32,26,6,10,6,14,36,41,-5
2019,3,20,2.0,0.0,H,1.44,4.51,7.87,1.5,4.7,8.0,1.44,4.36,7.04,10,6,14,36,43,-7,12,6,12,34,45,-11
2019,4,32,1.0,2.0,A,6.7,3.93,1.57,7.0,3.95,1.66,6.27,3.77,1.56,3,8,19,15,47,-32,17,7,6,43,27,16
2019,1,14,0.0,0.0,D,1.74,3.68,5.25,1.8,3.8,5.25,1.73,3.56,4.84,13,7,10,44,31,13,7,12,11,26,36,-10
2019,5,10,1.0,1.0,D,1.52,4.13,7.24,1.52,4.27,8.35,1.47,4.07,7.31,11,9,10,33,29,4,4,9,17,24,46,-22
2019,35,27,1.0,2.0,A,3.06,3.0,2.67,3.56,3.18,2.67,2.99,2.95,2.55,10,9,11,27,35,-8,18,9,3,48,22,26
2019,9,22,2.0,0.0,H,2.35,3.2,3.36,2.58,3.2,3.45,2.4,3.05,3.11,9,6,15,30,31,-1,13,7,10,35,29,6
2019,33,18,0.0,2.0,A,1.72,3.61,5.57,1.8,3.72,6.65,1.7,3.49,5.28,14,10,6,32,20,12,8,7,15,29,41,-12
2019,6,17,0.0,1.0,A,7.6,4.78,1.43,8.2,4.78,1.46,7.08,4.53,1.42,10,3,17,26,39,-13,22,5,3,64,25,39
2019,21,8,2.0,1.0,H,1.15,8.06,20.64,1.19,8.06,22.0,1.15,7.37,17.73,14,8,8,52,31,21,7,8,15,20,42,-22
2019,20,32,0.0,3.0,A,4.06,3.42,2.02,4.06,3.6,2.04,3.76,3.43,1.97,12,6,13,34,47,-13,18,7,6,45,28,17
2019,27,11,1.0,1.0,D,1.58,3.69,7.35,1.65,3.75,7.6,1.57,3.58,6.75,19,9,3,50,23,27,12,12,7,35,28,7
2019,14,3,0.0,0.0,D,2.36,3.03,3.54,2.36,3.32,3.6,2.24,3.12,3.36,7,13,11,26,36,-10,11,6,14,38,43,-5
2019,22,18,2.0,1.0,H,1.78,3.58,5.14,1.78,3.75,5.69,1.71,3.53,5.13,13,7,11,35,31,4,9,7,15,31,41,-10
2019,33,1,0.0,1.0,A,1.71,3.64,5.59,1.76,3.64,6.0,1.71,3.47,5.25,14,10,7,32,22,10,13,8,10,44,31,13
2019,17,5,3.0,1.0,H,1.29,5.45,12.0,1.32,5.5,13.41,1.27,5.27,11.21,23,5,3,65,25,40,11,10,10,34,30,4
2019,10,21,0.0,1.0,A,6.36,3.99,1.58,6.36,3.99,1.66,5.91,3.69,1.6,4,10,17,25,47,-22,15,8,8,54,32,22
2019,8,35,0.0,3.0,A,3.05,3.03,2.65,3.1,3.2,2.65,2.97,2.97,2.55,7,8,16,21,44,-23,10,9,12,28,37,-9
2019,19,9,1.0,0.0,H,3.07,3.08,2.6,3.15,3.2,3.01,2.88,2.98,2.62,10,6,15,38,44,-6,10,6,15,32,31,1
2019,6,4,2.0,0.0,H,1.72,3.73,5.28,1.76,3.75,6.4,1.65,3.59,5.5,10,3,18,26,40,-14,3,8,20,16,49,-33
2019,17,35,4.0,4.0,D,1.38,4.85,8.53,1.4,4.95,9.51,1.37,4.62,8.17,24,5,3,68,26,42,11,9,12,31,37,-6
2019,32,33,1.0,1.0,D,2.02,3.19,4.34,2.05,3.33,4.52,1.95,3.18,4.2,19,7,6,48,28,20,14,10,8,32,23,9
2019,18,3,1.0,1.0,D,2.25,3.39,3.33,2.25,3.44,3.52,2.19,3.29,3.27,9,7,16,32,43,-11,11,7,14,38,43,-5
2019,5,27,1.0,1.0,D,4.72,3.32,1.9,5.0,3.35,2.09,4.42,3.19,1.9,11,10,11,35,33,2,19,10,3,51,24,27
2019,21,17,0.0,1.0,A,1.97,3.6,3.97,2.03,3.6,4.33,1.96,3.39,3.84,16,8,8,55,32,23,24,6,3,72,30,42
2019,1,6,1.0,0.0,H,1.38,4.69,9.05,1.43,4.75,9.5,1.39,4.5,8.06,14,8,10,45,31,14,11,3,18,28,40,-12
2019,10,9,1.0,0.0,H,3.18,3.2,2.42,3.5,3.2,2.42,3.15,3.08,2.36,4,10,18,25,48,-23,10,6,16,32,32,0
2019,11,22,0.0,0.0,D,2.51,3.03,3.22,2.55,3.1,3.35,2.43,2.94,3.18,12,13,7,36,29,7,14,7,11,37,32,5
2019,19,8,3.0,0.0,H,1.64,3.62,6.35,1.69,3.9,6.5,1.61,3.66,5.91,11,6,15,39,44,-5,7,8,17,21,47,-26
2019,35,20,1.0,1.0,D,1.52,4.06,7.14,1.56,4.25,8.0,1.51,3.98,6.62,11,10,12,35,41,-6,12,6,14,34,50,-16
2019,14,4,0.0,0.0,D,1.29,5.08,12.94,1.3,5.5,15.0,1.28,5.05,11.39,7,14,11,26,36,-10,3,8,21,16,51,-35
2019,32,14,4.0,1.0,H,1.87,3.57,4.44,1.98,3.6,4.87,1.84,3.44,4.35,19,8,6,49,29,20,7,15,11,26,36,-10
2019,3,1,0.0,1.0,A,2.0,3.66,3.77,2.01,3.68,4.2,1.93,3.5,3.82,11,8,14,39,44,-5,15,8,10,46,31,15
2019,20,5,4.0,3.0,H,2.5,3.24,3.03,2.54,3.3,3.05,2.42,3.17,2.95,12,7,14,35,51,-16,11,11,11,36,34,2
2019,27,21,1.0,2.0,A,2.19,3.14,3.77,2.24,3.36,4.13,2.13,3.15,3.57,19,11,3,52,25,27,16,8,9,55,33,22
2019,6,11,1.0,0.0,H,3.13,2.92,2.64,3.25,3.01,2.68,3.02,2.9,2.55,11,3,19,28,41,-13,12,14,7,36,29,7
2019,4,10,0.0,1.0,A,2.42,3.17,3.21,2.49,3.2,3.35,2.41,3.06,3.07,3,9,21,16,51,-35,5,10,18,26,48,-22
2019,9,33,1.0,1.0,D,2.62,3.06,3.02,2.65,3.14,3.1,2.57,2.98,2.93,10,6,17,32,33,-1,14,11,8,33,24,9
2019,22,19,2.0,2.0,D,1.39,4.71,8.46,1.44,4.71,10.0,1.4,4.36,8.15,14,8,11,37,32,5,12,6,15,42,44,-2
2019,8,18,0.0,1.0,A,3.88,3.36,2.06,4.0,3.4,2.2,3.67,3.27,2.05,7,8,18,21,50,-29,9,8,16,33,44,-11
2019,10,6,0.0,1.0,A,2.57,3.02,3.13,2.61,3.24,3.13,2.49,2.99,3.02,6,10,18,27,48,-21,12,3,19,29,41,-12
2019,22,20,1.0,2.0,A,1.39,4.79,8.47,1.42,4.95,9.0,1.37,4.67,8.19,14,9,11,39,34,5,13,7,14,39,54,-15
2019,5,3,1.0,1.0,D,2.56,3.27,2.91,2.56,3.35,3.36,2.44,3.18,2.93,11,11,12,39,38,1,11,8,15,39,45,-6
2019,1,21,2.0,0.0,H,2.61,3.18,2.92,2.61,3.37,3.0,2.51,3.17,2.84,16,8,10,47,31,16,17,8,9,57,34,23
2019,11,4,3.0,0.0,H,1.39,4.29,10.27,1.43,4.5,12.25,1.37,4.27,10.05,12,14,8,36,30,6,3,9,22,16,52,-36
2019,17,9,4.0,1.0,H,1.42,4.75,7.55,1.48,4.9,8.1,1.43,4.47,6.94,25,6,3,73,30,43,10,7,17,33,34,-1
2019,18,27,1.0,0.0,H,2.66,3.11,2.93,3.22,3.3,2.93,2.71,3.08,2.7,10,8,16,34,44,-10,19,11,4,53,27,26
2019,19,32,2.0,1.0,H,3.25,3.31,2.32,3.25,3.34,2.35,3.14,3.21,2.29,12,7,15,44,46,-2,20,8,6,53,30,23
2019,33,35,1.0,0.0,H,1.65,3.63,6.11,1.7,3.7,6.3,1.65,3.56,5.63,14,12,8,34,25,9,11,11,12,36,42,-6
2019,14,8,0.0,1.0,A,1.33,4.87,10.8,1.35,5.0,11.21,1.33,4.73,10.06,7,15,12,27,40,-13,7,8,19,21,51,-30
2019,6,22,0.0,1.0,A,3.9,3.16,2.14,3.9,3.3,2.45,3.65,3.1,2.13,13,3,19,30,41,-11,14,9,12,40,36,4
2019,9,1,1.0,1.0,D,2.06,3.27,4.03,2.15,3.27,4.03,2.07,3.11,3.79,10,7,18,34,38,-4,17,8,10,49,31,18
2019,4,18,1.0,1.0,D,6.29,4.01,1.57,7.0,4.05,1.6,6.11,3.86,1.55,3,9,23,16,55,-39,11,8,16,35,44,-9
2019,20,19,1.0,2.0,A,2.01,3.58,3.82,2.05,3.7,4.33,1.94,3.51,3.75,14,7,14,41,55,-14,13,7,15,46,47,-1
2019,27,17,1.0,3.0,A,2.39,3.49,2.98,2.45,3.49,3.1,2.37,3.32,2.91,19,11,5,53,28,25,26,6,3,77,31,46
2019,3,11,2.0,1.0,H,2.01,3.32,4.14,2.06,3.41,4.2,1.95,3.29,4.02,11,9,15,40,46,-6,13,14,8,39,30,9
2019,8,5,1.0,2.0,A,3.18,3.22,2.41,3.2,3.3,2.42,3.06,3.15,2.36,8,8,19,22,51,-29,11,12,12,40,39,1
2019,21,33,3.0,0.0,H,1.8,3.37,5.26,1.9,3.55,5.3,1.8,3.34,4.75,17,8,10,57,36,21,15,12,8,35,25,10
2019,32,10,2.0,0.0,H,1.22,6.28,14.46,1.25,6.45,14.48,1.22,5.98,12.31,20,8,7,54,32,22,6,10,19,27,49,-22
2019,35,14,1.0,0.0,H,2.47,3.11,3.19,2.67,3.11,3.25,2.49,2.98,3.03,11,11,13,36,43,-7,7,15,13,27,41,-14
2019,1,32,1.0,0.0,H,2.23,3.44,3.31,2.28,3.44,3.4,2.21,3.32,3.22,17,9,10,50,32,18,21,8,7,56,32,24
2019,3,6,2.0,0.0,H,1.42,4.39,8.73,1.47,4.5,8.73,1.42,4.33,7.83,12,9,15,42,47,-5,13,3,20,30,42,-12
2019,9,11,0.0,1.0,A,2.07,3.08,4.28,2.2,3.13,4.4,2.07,3.03,3.99,10,8,18,35,39,-4,13,14,9,40,32,8
2019,10,8,3.0,0.0,H,2.12,3.23,3.87,2.14,3.3,4.05,2.08,3.16,3.75,6,10,20,27,51,-24,8,8,20,23,53,-30
2019,18,19,0.0,0.0,D,1.85,3.54,4.57,1.89,3.68,4.57,1.83,3.52,4.32,11,9,16,36,45,-9,14,7,15,48,48,0
2019,33,22,2.0,1.0,H,2.23,2.95,3.96,2.23,3.11,4.0,2.13,2.95,3.89,15,12,9,35,28,7,15,9,12,41,36,5
2019,5,35,1.0,1.0,D,1.87,3.41,4.7,1.95,3.44,4.95,1.85,3.29,4.54,12,12,12,42,40,2,12,11,13,37,43,-6
2019,21,14,2.0,0.0,H,1.7,3.78,5.19,1.7,3.92,6.0,1.62,3.76,5.49,18,8,10,60,36,24,7,15,14,27,42,-15
2019,27,20,5.0,1.0,H,1.41,4.78,7.48,1.43,5.25,8.88,1.39,4.79,7.46,19,11,6,54,31,23,14,7,15,42,57,-15
2019,17,4,6.0,1.0,H,1.09,10.48,22.79,1.12,10.75,29.0,1.1,9.53,21.17,27,6,3,80,32,48,3,10,23,17,56,-39
2019,4,1,0.0,0.0,D,4.12,3.5,1.96,4.5,3.65,2.01,4.01,3.47,1.9,3,10,24,18,62,-44,18,9,10,51,32,19
2019,6,9,1.0,1.0,D,3.2,2.54,3.0,3.3,2.63,3.0,3.1,2.51,2.9,13,3,21,30,44,-14,10,8,19,35,40,-5
2019,11,18,1.0,2.0,A,2.19,3.24,3.62,2.23,3.4,4.2,2.11,3.19,3.6,14,14,9,41,32,9,11,10,16,36,45,-9
2019,14,27,0.0,2.0,A,2.58,3.33,2.84,2.7,3.4,2.95,2.55,3.23,2.76,7,15,15,27,44,-17,20,11,6,59,32,27
2019,8,33,1.0,2.0,A,3.53,3.36,2.18,3.75,3.36,2.36,3.43,3.21,2.17,8,8,21,23,56,-33,16,12,9,37,29,8
2019,19,5,2.0,1.0,H,2.01,3.72,3.66,2.12,3.74,3.9,2.02,3.51,3.54,14,8,15,48,48,0,12,13,12,43,41,2
2019,20,21,3.0,2.0,H,2.06,3.62,3.59,2.1,3.75,3.87,2.01,3.52,3.53,14,7,16,43,62,-19,19,8,10,62,36,26
2019,22,3,2.0,1.0,H,1.57,4.3,5.73,1.64,4.3,6.0,1.57,4.09,5.42,15,9,13,42,38,4,13,9,15,44,47,-3
2019,32,17,4.0,0.0,H,2.71,3.74,2.47,2.8,3.75,2.56,2.65,3.54,2.47,21,8,8,56,33,23,28,6,3,86,33,53
2019,35,10,1.0,1.0,D,1.4,4.58,8.62,1.46,4.75,8.62,1.4,4.46,7.8,12,12,13,38,44,-6,7,10,20,30,51,-21
2020,19,1,0.0,2.0,A,2.04,3.38,3.85,2.09,3.48,4.2,2.02,3.25,3.77,0,0,0,0,0,0,0,0,0,0,0,0
2020,12,22,0.0,1.0,A,3.85,3.13,2.14,4.15,3.25,2.26,3.77,3.06,2.11,0,0,0,0,0,0,0,0,0,0,0,0
