Season,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,W_H,D_H,L_H,GF_H,GA_H,GD_H,W_A,D_A,L_A,GF_A,GA_A,GD_A
2014,12,34,0.0,1.0,A,1.55,4.48,6.33,1.58,4.48,7.0,1.52,3.88,6.22,0,3,0,2,2,0,1,1,1,4,4,0
2014,16,32,0.0,2.0,A,5.72,3.98,1.67,5.92,4.01,1.8,5.07,3.65,1.65,0,0,3,0,6,-6,0,3,0,1,1,0
2014,20,6,2.0,0.0,H,3.86,3.39,2.13,3.86,3.4,2.3,3.35,3.21,2.16,2,1,1,2,2,0,1,1,2,8,6,2
2014,14,12,3.0,2.0,H,1.46,4.65,7.92,1.6,4.9,8.9,1.45,4.16,7.02,2,1,1,7,6,1,0,3,1,2,3,-1
2014,1,10,1.0,1.0,D,1.71,3.85,5.52,1.8,3.9,5.52,1.71,3.56,4.81,1,1,2,6,7,-1,0,1,3,2,5,-3
2014,11,16,0.0,1.0,A,1.32,5.38,12.7,1.36,5.38,12.7,1.3,4.82,10.44,2,2,0,4,1,3,0,0,4,0,8,-8
2014,17,33,0.0,2.0,A,2.48,3.33,3.11,2.5,3.33,3.35,2.37,3.14,2.98,1,1,2,4,6,-2,1,3,0,7,4,3
2014,21,18,1.0,0.0,H,2.09,3.24,4.24,2.14,3.34,4.24,2.05,3.2,3.64,2,1,1,4,3,1,3,0,1,7,2,5
2014,13,22,0.0,0.0,D,3.42,3.41,2.27,3.7,3.45,2.27,3.33,3.27,2.13,1,0,3,2,9,-7,3,1,0,7,4,3
2014,32,3,1.0,2.0,A,2.49,3.42,3.03,2.5,3.42,3.25,2.38,3.17,2.93,1,3,0,3,1,2,1,1,2,3,4,-1
2014,36,27,0.0,1.0,A,2.28,3.37,3.44,2.4,3.38,3.44,2.26,3.21,3.11,1,2,1,5,5,0,2,0,2,6,6,0
2014,12,22,1.0,1.0,D,2.43,3.45,3.08,2.43,3.7,3.4,2.31,3.16,3.07,0,3,2,4,6,-2,3,2,0,7,4,3
2014,17,5,1.0,1.0,D,1.88,3.76,4.4,1.88,3.76,4.9,1.83,3.4,4.23,1,1,3,4,8,-4,2,1,1,5,3,2
2014,13,10,1.0,0.0,H,2.1,3.59,3.69,2.14,3.6,3.95,2.04,3.27,3.56,1,1,3,2,9,-7,0,2,3,3,6,-3
2014,14,34,2.0,0.0,H,1.31,5.92,10.62,1.32,6.0,12.0,1.29,5.15,9.61,3,1,1,10,8,2,2,1,1,5,4,1
2014,11,1,1.0,1.0,D,1.64,3.85,6.4,1.7,3.9,6.8,1.62,3.59,5.6,2,2,1,4,2,2,1,2,2,7,8,-1
2014,18,33,5.0,2.0,H,2.4,3.34,3.23,2.4,3.34,3.45,2.26,3.18,3.15,3,0,2,7,3,4,2,3,0,9,4,5
2014,21,6,2.0,1.0,H,1.88,3.71,4.49,1.91,3.9,5.6,1.74,3.5,4.66,3,1,1,5,3,2,1,1,3,8,8,0
2014,20,32,2.0,2.0,D,1.99,3.51,4.22,2.25,3.55,4.22,2.03,3.25,3.66,3,1,1,4,2,2,1,3,1,4,3,1
2014,27,16,1.0,0.0,H,1.58,4.08,6.76,1.58,4.33,7.6,1.52,3.9,6.24,3,0,2,7,6,1,1,0,4,1,8,-7
2014,36,3,2.0,3.0,A,2.43,3.37,3.15,2.52,3.4,3.34,2.28,3.2,3.06,1,2,2,5,6,-1,2,1,2,5,5,0
2014,5,18,0.0,1.0,A,4.66,3.5,1.91,4.85,3.55,2.0,4.22,3.33,1.86,2,2,1,6,4,2,4,0,2,12,5,7
2014,33,21,1.0,0.0,H,2.08,3.48,3.95,2.08,3.48,4.33,2.01,3.28,3.65,2,3,1,11,9,2,4,1,1,7,4,3
2014,1,12,2.0,0.0,H,2.94,3.33,2.6,3.0,3.33,2.74,2.73,3.15,2.55,1,3,2,8,9,-1,0,4,2,5,7,-2
2014,16,20,0.0,1.0,A,2.76,3.29,2.77,2.8,3.29,2.92,2.65,3.05,2.69,1,0,5,1,9,-8,3,2,1,6,4,2
2014,32,17,0.0,0.0,D,2.22,3.21,3.75,2.22,3.35,3.95,2.1,3.2,3.47,1,4,1,6,5,1,1,2,3,5,9,-4
2014,34,11,1.0,4.0,A,2.92,3.08,2.79,3.13,3.2,2.79,2.87,2.94,2.58,2,1,2,5,6,-1,2,3,1,5,3,2
2014,3,13,0.0,0.0,D,1.65,4.0,5.96,1.67,4.0,7.0,1.58,3.7,5.82,3,1,2,8,7,1,2,1,3,3,9,-6
2014,6,36,1.0,1.0,D,1.86,3.95,4.25,1.86,3.95,5.0,1.78,3.59,4.28,1,1,4,9,10,-1,1,2,3,7,9,-2
2014,10,27,2.0,0.0,H,2.49,3.27,3.15,2.65,3.3,3.15,2.45,3.04,2.95,0,2,4,3,7,-4,4,0,2,8,6,2
2014,22,14,1.0,3.0,A,2.52,3.42,2.97,2.56,3.42,3.1,2.37,3.2,2.92,3,3,0,8,5,3,4,1,1,12,8,4
2014,13,12,1.0,0.0,H,2.42,3.33,3.21,2.42,3.35,3.4,2.29,3.13,3.12,2,2,3,3,9,-6,0,4,3,5,9,-4
2014,27,6,0.0,2.0,A,2.41,3.28,3.27,2.5,3.28,3.6,2.32,3.15,3.05,4,0,3,8,8,0,1,2,4,10,11,-1
2014,34,21,0.0,0.0,D,3.86,3.47,2.09,3.9,3.47,2.25,3.54,3.22,2.07,2,1,3,6,10,-4,4,1,2,7,5,2
2014,20,36,0.0,0.0,D,1.95,3.68,4.14,2.0,3.68,4.8,1.86,3.37,4.11,4,2,1,7,4,3,1,3,3,8,10,-2
2014,22,10,2.0,0.0,H,1.63,3.87,6.43,1.67,4.0,6.81,1.58,3.65,5.94,3,3,1,9,8,1,1,2,4,5,7,-2
2014,3,18,2.0,0.0,H,2.54,3.37,2.63,2.9,3.37,3.0,2.61,3.16,2.64,3,2,2,8,7,1,5,0,2,13,5,8
2014,1,33,2.0,2.0,D,2.94,3.44,2.53,3.75,3.45,2.53,2.97,3.23,2.35,2,3,2,10,9,1,3,3,1,12,9,3
2014,11,14,1.0,0.0,H,2.38,3.37,3.25,2.6,3.37,3.25,2.44,3.05,2.99,3,3,1,9,4,5,5,1,1,15,9,6
2014,17,16,1.0,1.0,D,1.76,3.64,5.52,1.8,3.65,5.52,1.74,3.45,4.75,1,3,3,5,9,-4,1,0,6,1,10,-9
2014,5,32,0.0,2.0,A,2.35,3.12,3.59,2.44,3.2,3.7,2.26,3.05,3.3,2,2,2,6,5,1,1,5,1,6,5,1
2014,12,20,3.0,0.0,H,2.13,3.38,3.88,2.22,3.4,3.9,2.06,3.22,3.55,0,4,4,5,10,-5,4,3,1,7,4,3
2014,33,3,2.0,1.0,H,1.73,4.06,5.0,1.95,4.06,5.2,1.72,3.63,4.61,3,4,1,14,11,3,4,2,2,10,7,3
2014,36,34,0.0,1.0,A,1.71,3.85,5.57,1.9,3.91,5.62,1.73,3.55,4.63,1,4,3,8,10,-2,2,2,3,6,10,-4
2014,10,5,2.0,1.0,H,2.07,3.29,4.11,2.2,3.29,4.25,2.06,3.13,3.7,1,2,5,5,9,-4,2,2,3,6,7,-1
2014,11,6,1.0,1.0,D,1.69,3.74,5.79,1.75,3.74,6.7,1.7,3.47,5.05,4,3,1,10,4,6,2,2,4,12,11,1
2014,14,17,3.0,0.0,H,1.83,3.89,4.54,1.86,3.89,5.0,1.77,3.53,4.38,5,1,2,15,10,5,1,4,3,6,10,-4
2014,21,27,0.0,0.0,D,1.91,3.36,4.89,1.92,3.5,4.89,1.83,3.28,4.42,4,2,2,7,5,2,4,0,4,8,10,-2
2014,16,1,1.0,3.0,A,3.04,3.37,2.5,3.2,3.37,2.5,2.89,3.17,2.41,1,1,6,2,11,-9,2,4,2,12,11,1
2014,18,22,1.0,1.0,D,2.05,3.33,4.23,2.12,3.33,4.25,2.03,3.2,3.7,5,0,3,13,7,6,4,3,1,11,8,3
2014,32,13,2.0,0.0,H,2.12,3.42,3.84,2.15,3.75,4.7,1.93,3.35,3.89,2,5,1,8,5,3,3,2,3,4,9,-5
2014,34,5,1.0,0.0,H,2.45,3.27,3.2,2.48,3.3,3.45,2.29,3.09,3.17,3,2,3,7,10,-3,2,2,4,7,9,-2
2014,12,16,0.0,2.0,A,1.51,4.03,8.75,1.57,4.1,8.75,1.52,3.78,6.64,1,4,4,8,10,-2,1,1,7,3,14,-11
2014,21,20,0.0,0.0,D,1.56,3.79,8.21,1.65,3.8,8.21,1.56,3.66,6.28,4,3,2,7,5,2,4,3,2,7,7,0
2014,34,6,1.0,0.0,H,2.24,3.51,3.39,2.4,3.51,3.4,2.29,3.21,3.03,4,2,3,8,10,-2,2,3,4,13,12,1
2014,5,33,0.0,2.0,A,3.45,3.31,2.31,3.45,3.45,2.38,3.16,3.14,2.25,2,2,5,7,10,-3,4,4,1,16,12,4
2014,13,18,3.0,2.0,H,3.65,3.34,2.21,3.71,3.5,2.3,3.28,3.19,2.18,3,2,4,4,11,-7,5,1,3,14,8,6
2014,17,1,1.0,2.0,A,2.24,3.45,3.47,2.24,3.45,3.85,2.11,3.32,3.29,1,4,4,6,13,-7,3,4,2,15,12,3
2014,11,22,2.0,1.0,H,1.97,3.33,4.62,2.05,3.4,4.62,1.95,3.18,4.01,4,4,1,11,5,6,4,4,1,12,9,3
2014,32,27,2.0,0.0,H,1.99,3.48,4.25,2.1,3.6,4.28,1.94,3.29,3.87,3,5,1,10,5,5,4,1,4,8,10,-2
2014,14,36,3.0,1.0,H,1.36,5.3,9.7,1.36,5.6,11.0,1.33,4.9,8.53,6,1,2,18,10,8,1,4,4,8,11,-3
2014,3,5,1.0,1.0,D,1.72,3.83,5.44,1.73,4.0,6.6,1.64,3.61,5.24,4,2,3,11,9,2,2,2,6,7,12,-5
2014,16,21,0.0,1.0,A,3.72,3.27,2.17,3.76,3.32,2.2,3.46,3.16,2.11,2,1,7,5,14,-9,4,4,2,7,5,2
2014,33,10,0.0,1.0,A,1.4,4.98,9.17,1.4,5.4,11.17,1.35,4.56,8.9,5,4,1,18,12,6,2,2,5,7,10,-3
2014,6,12,1.0,0.0,H,2.18,3.4,3.68,2.2,3.45,3.9,2.12,3.24,3.38,2,3,5,13,13,0,1,4,5,8,12,-4
2014,22,17,4.0,0.0,H,1.62,3.94,6.49,1.67,4.0,7.0,1.59,3.68,5.66,4,4,2,13,11,2,1,4,5,7,15,-8
2014,27,14,1.0,2.0,A,3.84,3.36,2.15,3.84,3.36,2.3,3.31,3.22,2.16,4,1,5,8,12,-4,7,1,2,21,11,10
2014,36,11,0.0,0.0,D,3.02,3.17,2.65,3.13,3.2,2.65,2.91,3.08,2.45,1,4,5,9,14,-5,5,4,1,13,6,7
2014,1,13,2.0,0.0,H,1.75,3.8,5.27,1.85,3.9,5.27,1.74,3.58,4.53,4,4,2,17,13,4,4,2,4,7,13,-6
2014,18,32,1.0,0.0,H,2.04,3.37,4.17,2.04,3.46,4.4,1.94,3.3,3.9,5,1,4,16,11,5,4,5,1,12,5,7
2014,20,34,0.0,0.0,D,1.75,3.62,5.67,1.91,3.65,5.67,1.79,3.41,4.45,4,4,2,7,7,0,5,2,3,9,10,-1
2014,13,36,1.0,3.0,A,2.11,3.32,4.05,2.13,3.55,4.06,1.99,3.26,3.72,4,2,5,7,15,-8,1,5,5,9,14,-5
2014,14,16,5.0,0.0,H,1.24,6.3,16.8,1.24,7.4,17.0,1.2,6.22,13.01,8,1,2,23,12,11,2,1,8,5,15,-10
2014,32,10,3.0,0.0,H,1.59,3.99,6.84,1.62,3.99,7.3,1.58,3.64,5.95,4,5,2,12,6,6,3,2,5,8,10,-2
2014,5,22,0.0,1.0,A,3.71,3.33,2.19,3.73,3.45,2.3,3.33,3.19,2.16,2,3,6,8,13,-5,5,4,2,17,11,6
2014,1,18,0.0,3.0,A,2.74,3.25,2.84,2.82,3.4,2.84,2.62,3.2,2.62,5,4,2,19,13,6,6,1,4,17,11,6
2014,11,27,2.0,0.0,H,1.83,3.49,5.2,1.85,3.55,5.45,1.78,3.37,4.62,5,5,1,13,6,7,4,1,6,9,14,-5
2014,20,33,2.0,1.0,H,2.84,3.25,2.74,2.96,3.3,2.83,2.72,3.13,2.57,4,5,2,7,7,0,5,4,2,18,13,5
2014,34,3,2.0,1.0,H,3.4,3.4,2.29,3.4,3.4,2.46,2.99,3.2,2.32,5,3,3,9,10,-1,4,3,3,12,10,2
2014,17,6,1.0,0.0,H,2.85,3.3,2.7,2.89,3.3,2.84,2.67,3.15,2.6,1,4,6,7,19,-12,3,3,5,14,13,1
2014,21,12,2.0,3.0,A,1.71,3.67,5.95,1.71,3.9,6.4,1.67,3.48,5.27,5,4,2,8,5,3,1,4,6,8,13,-5
2014,6,14,1.0,1.0,D,3.11,3.46,2.42,3.4,3.5,2.43,3.02,3.31,2.26,3,3,6,14,14,0,9,1,2,28,12,16
2014,33,13,1.0,1.0,D,1.39,5.13,9.08,1.39,5.5,10.9,1.32,4.84,9.13,5,4,3,19,15,4,4,2,6,8,18,-10
2014,36,21,2.0,1.0,H,2.71,3.24,2.88,2.8,3.24,2.88,2.62,3.02,2.74,2,5,5,12,15,-3,5,4,3,10,8,2
2014,10,17,1.0,0.0,H,2.14,3.23,4.06,2.18,3.35,4.15,2.07,3.11,3.68,3,2,6,8,13,-5,2,4,6,8,19,-11
2014,12,11,0.0,0.0,D,2.83,2.99,2.96,3.0,3.15,2.96,2.79,2.92,2.66,2,4,6,11,15,-4,6,5,1,15,6,9
2014,16,34,3.0,0.0,H,2.25,3.27,3.63,2.4,3.3,3.63,2.26,3.12,3.19,2,1,9,5,20,-15,6,3,3,11,11,0
2014,27,5,1.0,1.0,D,1.83,3.51,5.13,1.87,3.6,5.3,1.78,3.35,4.59,4,1,7,9,16,-7,2,3,7,8,14,-6
2014,3,1,3.0,1.0,H,1.55,4.36,6.61,1.6,4.36,7.0,1.54,3.94,5.74,4,3,4,13,12,1,5,4,3,19,16,3
2014,18,20,2.0,0.0,H,1.66,3.87,6.04,1.71,4.05,6.5,1.61,3.62,5.69,7,1,4,20,11,9,5,5,2,9,8,1
2014,22,32,1.0,0.0,H,1.82,3.53,5.18,1.83,3.53,5.4,1.76,3.41,4.62,6,4,2,18,11,7,5,5,2,15,6,9
2014,10,3,1.0,1.0,D,2.89,3.28,2.67,3.3,3.4,2.67,2.99,3.13,2.39,4,2,6,9,13,-4,5,3,4,16,13,3
2014,5,20,1.0,0.0,H,2.24,3.2,3.74,2.3,3.25,3.74,2.22,3.05,3.35,2,4,7,9,15,-6,5,5,3,9,10,-1
2014,13,14,0.0,0.0,D,4.63,3.97,1.79,5.1,3.97,1.9,4.43,3.51,1.77,4,3,6,9,19,-10,9,2,2,29,13,16
2014,18,12,1.0,1.0,D,1.83,3.86,4.59,1.85,3.86,6.05,1.68,3.61,4.99,8,1,4,22,11,11,2,5,6,11,15,-4
2014,1,6,2.0,0.0,H,2.31,3.43,3.32,2.31,3.45,3.5,2.17,3.27,3.23,5,4,4,20,19,1,3,4,6,15,15,0
2014,17,34,1.0,0.0,H,1.71,3.85,5.48,1.85,3.85,5.48,1.72,3.53,4.75,2,4,7,8,20,-12,6,3,4,11,14,-3
2014,22,21,2.0,0.0,H,2.1,3.27,4.11,2.15,3.35,4.39,2.05,3.16,3.71,7,4,2,19,11,8,5,4,4,11,10,1
2014,32,11,0.0,1.0,A,2.74,3.05,2.99,2.77,3.1,3.15,2.55,2.96,2.89,5,5,3,15,7,8,6,6,1,15,6,9
2014,3,27,2.0,1.0,H,1.67,4.1,5.5,1.74,4.1,6.3,1.63,3.69,5.29,5,4,4,17,14,3,4,2,7,10,17,-7
2014,10,16,0.0,1.0,A,2.02,3.34,4.32,2.04,3.4,4.55,1.94,3.24,4.0,4,3,6,10,14,-4,3,1,9,8,20,-12
2014,33,36,3.0,1.0,H,1.55,4.28,6.82,1.57,4.4,7.6,1.5,3.93,6.62,5,5,3,20,16,4,3,5,5,14,16,-2
2014,20,22,0.0,1.0,A,2.77,3.26,2.8,2.8,3.26,2.85,2.62,3.04,2.73,5,5,4,9,11,-2,8,4,2,21,11,10
2014,11,5,1.0,1.0,D,1.51,3.93,9.13,1.51,4.33,9.55,1.44,3.86,8.2,7,6,1,16,6,10,3,4,7,10,15,-5
2014,12,17,0.0,1.0,A,1.88,3.42,5.02,1.95,3.5,5.02,1.88,3.28,4.19,2,6,6,12,16,-4,3,4,7,9,20,-11
2014,14,32,3.0,0.0,H,1.52,4.36,7.31,1.53,4.36,7.51,1.49,3.92,6.71,9,3,2,29,13,16,5,5,4,15,8,7
2014,21,13,2.0,0.0,H,1.58,3.91,7.3,1.6,4.05,7.3,1.54,3.71,6.43,5,4,5,11,12,-1,4,4,6,9,19,-10
2014,27,33,1.0,2.0,A,2.54,3.35,2.99,2.8,3.4,2.99,2.61,3.16,2.65,4,2,8,11,19,-8,6,5,3,23,17,6
2014,36,10,0.0,0.0,D,1.81,3.52,5.3,2.0,3.52,5.33,1.8,3.35,4.54,3,5,6,15,19,-4,4,3,7,10,15,-5
2014,6,18,2.0,0.0,H,4.01,3.53,2.03,4.12,3.53,2.2,3.7,3.3,1.99,3,4,7,15,17,-2,8,2,4,23,12,11
2014,16,3,2.0,2.0,D,3.29,3.45,2.32,3.5,3.45,2.35,3.18,3.19,2.23,4,1,9,9,20,-11,6,4,4,19,15,4
2014,34,1,1.0,1.0,D,2.36,3.35,3.3,2.4,3.35,3.45,2.27,3.16,3.12,6,3,5,11,15,-4,6,4,4,22,19,3
2014,16,6,1.0,0.0,H,2.4,3.39,3.2,2.6,3.39,3.2,2.42,3.18,2.85,4,2,9,11,22,-11,4,4,7,17,17,0
2014,32,1,2.0,0.0,H,1.7,3.72,5.94,1.8,3.75,6.3,1.69,3.49,5.05,5,5,5,15,11,4,6,5,4,23,20,3
2014,34,27,2.0,1.0,H,2.28,3.41,3.41,2.4,3.6,3.45,2.24,3.21,3.14,6,4,5,12,16,-4,4,2,9,12,21,-9
2014,5,13,0.0,0.0,D,1.94,3.4,4.63,1.95,3.65,5.83,1.76,3.34,4.82,3,5,7,11,16,-5,4,4,7,9,21,-12
2014,12,36,2.0,0.0,H,1.85,3.65,4.76,1.87,3.7,4.86,1.77,3.43,4.51,2,6,7,12,17,-5,3,6,6,15,19,-4
2014,10,18,1.0,0.0,H,3.01,3.2,2.63,3.1,3.3,2.64,2.86,3.06,2.49,4,4,7,10,15,-5,8,2,5,23,14,9
2014,17,3,2.0,1.0,H,2.8,3.17,2.84,2.8,3.3,2.88,2.61,3.15,2.63,4,4,7,10,20,-10,6,5,4,21,17,4
2014,22,33,0.0,1.0,A,1.94,3.48,4.49,1.99,3.55,4.8,1.86,3.35,4.14,9,4,2,22,11,11,7,5,3,25,18,7
2014,11,20,5.0,2.0,H,1.56,3.97,7.65,1.56,4.3,8.0,1.5,3.69,7.09,7,7,1,17,7,10,5,5,5,9,12,-3
2014,14,21,1.0,0.0,H,1.72,3.72,5.65,1.72,4.0,7.5,1.58,3.67,5.89,10,3,2,32,13,19,6,4,5,13,12,1
2014,3,22,1.0,0.0,H,2.14,3.32,3.9,2.15,3.35,3.9,2.08,3.23,3.45,6,5,5,22,19,3,9,4,3,22,12,10
2014,6,10,1.0,0.0,H,1.82,3.56,5.11,1.9,3.56,5.34,1.81,3.3,4.52,4,4,8,17,18,-1,5,4,7,11,15,-4
2014,27,12,1.0,0.0,H,2.03,3.41,4.18,2.05,3.41,4.33,1.97,3.25,3.79,4,2,10,13,23,-10,3,6,7,14,17,-3
2014,13,17,0.0,2.0,A,2.19,3.27,3.8,2.3,3.27,3.8,2.19,3.06,3.38,4,5,7,9,21,-12,5,4,7,12,21,-9
2014,18,34,4.0,0.0,H,1.53,4.32,7.17,1.6,4.35,7.17,1.51,3.86,6.31,8,2,6,23,15,8,7,4,5,14,17,-3
2014,21,11,2.0,1.0,H,2.28,3.16,3.69,2.35,3.25,3.76,2.22,2.99,3.41,6,4,6,13,13,0,8,7,1,22,9,13
2014,33,32,2.0,1.0,H,1.91,3.39,4.85,1.95,3.65,4.85,1.86,3.29,4.21,8,5,3,26,18,8,6,5,5,17,11,6
2014,36,16,0.0,1.0,A,1.93,3.73,4.2,1.96,3.73,4.4,1.86,3.4,4.04,3,6,7,15,21,-6,5,2,9,12,22,-10
2014,1,5,0.0,0.0,D,1.89,3.56,4.61,2.05,3.58,4.63,1.85,3.33,4.18,6,5,5,23,22,1,3,6,7,11,16,-5
2014,20,14,0.0,1.0,A,4.06,3.38,2.07,4.65,3.45,2.13,3.91,3.27,1.94,5,5,6,11,17,-6,11,3,2,33,13,20
2014,14,10,4.0,2.0,H,1.33,5.5,10.9,1.33,5.5,17.0,1.29,5.01,10.37,12,3,2,34,13,21,5,4,8,11,16,-5
2014,27,22,0.0,1.0,A,3.04,3.08,2.69,3.04,3.2,2.8,2.74,3.0,2.64,5,2,10,14,23,-9,9,4,4,22,13,9
2014,6,32,1.0,0.0,H,2.6,3.26,3.0,2.64,3.26,3.1,2.47,3.08,2.89,5,4,8,18,18,0,6,5,6,18,13,5
2014,11,18,1.0,1.0,D,1.73,3.66,5.75,2.0,3.66,5.75,1.78,3.38,4.6,8,7,2,23,11,12,9,2,6,27,15,12
2014,12,3,0.0,0.0,D,2.44,3.5,3.04,2.5,3.5,3.2,2.41,3.16,2.89,3,6,8,14,18,-4,7,5,5,23,19,4
2014,16,33,1.0,1.0,D,2.99,3.26,2.61,3.02,3.35,2.65,2.84,3.15,2.44,6,2,9,13,22,-9,9,5,3,28,19,9
2014,34,13,2.0,0.0,H,1.78,3.7,5.16,1.83,3.7,5.3,1.76,3.41,4.59,7,4,6,14,21,-7,4,5,8,9,23,-14
2014,20,1,3.0,1.0,H,2.24,3.27,3.66,2.27,3.35,3.9,2.11,3.19,3.44,5,5,7,11,18,-7,6,6,5,23,22,1
2014,21,5,1.0,0.0,H,1.55,3.96,7.74,1.63,3.96,7.74,1.55,3.61,6.4,7,4,6,15,14,1,3,7,7,11,16,-5
2014,36,17,1.0,2.0,A,2.39,3.28,3.32,2.54,3.28,3.35,2.32,3.09,3.09,3,6,8,15,22,-7,6,4,7,14,21,-7
2014,17,21,0.0,1.0,A,2.35,3.14,3.55,2.68,3.2,3.55,2.36,2.98,3.17,7,4,7,16,22,-6,8,4,6,16,14,2
2014,32,36,3.0,1.0,H,1.51,4.32,7.64,1.65,4.32,7.64,1.53,3.83,6.27,6,5,7,18,14,4,3,6,9,16,24,-8
2014,10,20,0.0,0.0,D,2.27,3.13,3.78,2.27,3.3,4.1,2.15,3.06,3.54,5,4,9,13,20,-7,6,5,7,14,19,-5
2014,3,6,1.0,0.0,H,1.64,4.05,5.94,1.67,4.05,6.5,1.6,3.75,5.52,7,6,5,23,19,4,6,4,8,19,18,1
2014,13,11,0.0,0.0,D,3.65,3.21,2.28,3.7,3.4,2.34,3.35,3.07,2.22,4,5,9,9,25,-16,8,8,2,24,12,12
2014,18,14,3.0,3.0,D,2.72,3.34,2.79,2.72,3.5,3.0,2.45,3.25,2.79,9,3,6,28,16,12,13,3,2,38,15,23
2014,33,34,2.0,0.0,H,1.47,4.54,7.91,1.47,4.75,9.0,1.42,4.3,7.23,9,6,3,29,20,9,8,4,6,16,21,-5
2014,1,27,1.0,1.0,D,2.12,3.52,3.7,2.15,3.7,4.0,2.06,3.31,3.49,6,6,6,24,25,-1,5,2,11,14,24,-10
2014,5,12,0.0,0.0,D,2.48,3.08,3.37,2.56,3.2,3.37,2.4,2.94,3.14,3,7,8,11,17,-6,3,7,8,14,18,-4
2014,22,16,2.0,3.0,A,1.44,4.45,9.34,1.55,4.45,9.34,1.46,3.98,7.22,10,4,4,23,13,10,6,3,9,14,23,-9
2014,16,18,1.0,1.0,D,3.03,3.52,2.43,3.16,3.54,2.55,2.85,3.25,2.41,7,3,9,17,25,-8,9,4,6,31,19,12
2014,21,1,1.0,0.0,H,1.5,4.35,7.75,1.6,4.35,8.9,1.47,3.98,7.06,9,4,6,17,14,3,6,7,6,25,26,-1
2014,27,13,1.0,0.0,H,1.88,3.53,4.79,1.88,3.65,5.5,1.77,3.38,4.67,5,3,11,15,25,-10,4,6,9,9,25,-16
2014,12,10,3.0,0.0,H,1.75,3.43,6.1,1.75,3.65,6.1,1.7,3.37,5.29,3,8,8,14,18,-4,5,5,9,13,20,-7
2014,34,32,3.0,1.0,H,2.68,3.36,2.81,2.68,3.36,3.25,2.53,3.12,2.77,8,4,7,16,23,-7,7,5,7,21,15,6
2014,6,33,2.0,4.0,A,5.84,4.17,1.63,6.1,4.17,1.8,5.13,3.69,1.65,6,4,9,19,19,0,10,6,3,31,20,11
2014,20,17,1.0,0.0,H,3.32,3.3,2.38,3.4,3.3,2.6,2.99,3.07,2.42,6,6,7,14,19,-5,7,4,8,16,23,-7
2014,36,22,2.0,0.0,H,3.12,3.32,2.47,3.55,3.45,2.5,3.0,3.17,2.34,3,6,10,17,27,-10,10,4,5,25,16,9
2014,11,3,1.0,0.0,H,2.12,3.2,4.14,2.12,3.4,4.39,2.01,3.13,3.89,8,9,2,24,12,12,8,6,5,24,19,5
2014,14,5,2.0,1.0,H,1.35,5.18,11.2,1.35,5.9,13.0,1.29,5.09,9.88,13,4,2,41,18,23,3,8,8,11,17,-6
2014,10,34,3.0,1.0,H,1.99,3.25,4.65,2.16,3.4,4.65,2.03,3.16,3.77,5,5,10,13,23,-10,9,4,7,19,24,-5
2014,18,27,3.0,0.0,H,1.6,4.26,5.99,1.63,4.26,6.1,1.57,3.79,5.6,9,5,6,32,20,12,6,3,11,16,25,-9
2014,32,12,2.0,1.0,H,1.93,3.62,4.31,2.02,3.62,4.9,1.88,3.33,4.12,7,5,8,22,18,4,4,8,8,17,18,-1
2014,5,16,3.0,0.0,H,2.13,3.3,3.97,2.3,3.3,4.0,2.14,3.11,3.51,3,8,9,12,19,-7,7,4,9,18,26,-8
2014,17,11,1.0,0.0,H,3.07,3.11,2.65,3.3,3.2,2.72,2.96,2.91,2.53,7,4,9,16,24,-8,9,9,2,25,12,13
2014,22,6,2.0,0.0,H,1.57,4.1,6.89,1.58,4.1,8.1,1.51,3.82,6.53,10,4,6,25,18,7,6,4,10,21,23,-2
2014,33,14,2.0,0.0,H,2.2,3.39,3.64,2.3,3.45,3.64,2.17,3.26,3.25,11,6,3,35,22,13,14,4,2,43,19,24
2014,3,21,0.0,0.0,D,2.08,3.23,4.26,2.13,3.36,4.5,1.99,3.19,3.86,8,6,6,24,20,4,10,4,6,18,14,4
2014,1,36,2.0,0.0,H,1.82,3.68,4.93,1.91,3.68,4.97,1.81,3.42,4.35,6,7,7,25,27,-2,4,6,10,19,27,-8
2014,13,20,1.0,0.0,H,2.39,3.17,3.43,2.44,3.45,3.6,2.29,3.02,3.25,4,6,10,9,26,-17,7,6,7,15,19,-4
2014,14,1,2.0,0.0,H,1.44,4.86,8.03,1.44,5.6,10.5,1.36,4.62,8.23,14,4,3,43,21,22,7,7,7,27,27,0
2014,36,18,3.0,1.0,H,3.18,3.39,2.39,3.6,3.4,2.4,3.01,3.23,2.31,4,6,11,19,29,-10,10,5,6,35,20,15
2014,16,13,1.0,1.0,D,2.14,3.25,3.96,2.17,3.45,4.1,2.06,3.19,3.63,7,4,10,18,29,-11,5,6,10,10,26,-16
2014,34,22,0.0,0.0,D,2.85,3.35,2.67,2.98,3.35,2.88,2.7,3.12,2.61,9,4,8,20,27,-7,11,4,6,27,18,9
2014,6,5,2.0,3.0,A,1.78,3.57,5.5,1.85,3.6,6.0,1.75,3.38,4.86,6,4,11,21,25,-4,4,8,9,15,19,-4
